# Derived from cve-1000/pool.tsv and cve-1000/ledger.tsv by build_digest.py.
# Regenerate rather than edit. Columns: rank, cve, status.
# PENDING means the pool holds this rank and no review has been recorded.
511	CVE-2026-8686	CAUGHT
512	CVE-2021-44550	FIXED
513	CVE-2021-3917	FIXED
514	CVE-2026-33184	FIXED
515	CVE-2026-23959	FIXED
516	CVE-2021-29934	CAUGHT
517	CVE-2013-0250	FIXED
518	CVE-2019-25211	FIXED
519	CVE-2022-35929	FIXED
520	CVE-2024-43795	FIXED
521	CVE-2026-40613	ATTENTION
522	CVE-2012-5649	CAUGHT
523	CVE-2026-32627	ATTENTION
524	CVE-2006-4980	FIXED
525	CVE-2023-36259	FIXED
526	CVE-2021-41749	FIXED
527	CVE-2024-5657	FIXED
528	CVE-2026-8274	FIXED
529	CVE-2025-25286	FIXED
530	CVE-2025-54994	FIXED
531	CVE-2021-24033	CAUGHT
532	CVE-2018-1000601	FIXED
533	CVE-2022-2995	FIXED
534	CVE-2026-39319	FIXED
535	CVE-2023-43616	FIXED
536	CVE-2026-39401	FIXED
537	CVE-2021-41269	FIXED
538	CVE-2022-21671	FIXED
539	CVE-2026-41509	FIXED
540	CVE-2026-11422	CAUGHT
541	CVE-2018-1000422	FIXED
542	CVE-2026-44981	FIXED
543	CVE-2018-20962	CAUGHT
544	CVE-2018-3726	CAUGHT
545	CVE-2026-30892	FIXED
546	CVE-2022-24953	FIXED
547	CVE-2020-9283	CAUGHT
548	CVE-2020-25659	FIXED
549	CVE-2020-36732	FIXED
550	CVE-2026-32310	FIXED
551	CVE-2015-2141	FIXED
552	CVE-2023-3893	FIXED
553	CVE-2024-28698	FIXED
554	CVE-2018-25060	FIXED
555	CVE-2016-10535	FIXED
556	CVE-2026-44312	CAUGHT
557	CVE-2023-26364	FIXED
558	CVE-2020-4070	FIXED
559	CVE-2023-46739	FIXED
560	CVE-2026-27447	FIXED
561	CVE-2006-1061	CAUGHT
562	CVE-2015-10053	FIXED
563	CVE-2024-58262	FIXED
564	CVE-2023-2629	FIXED
565	CVE-2022-31188	FIXED
566	CVE-2022-31188	CAUGHT
567	CVE-2022-27193	FIXED
568	CVE-2020-2324	CAUGHT
569	CVE-2014-0109	FIXED
570	CVE-2019-15532	FIXED
571	CVE-2019-18928	ATTENTION
572	CVE-2015-10018	FIXED
573	CVE-2025-57802	CAUGHT
574	CVE-2025-51481	CAUGHT
575	CVE-2026-31882	ATTENTION
576	CVE-2026-45087	ATTENTION
577	CVE-2026-41422	FIXED
578	CVE-2025-59017	FIXED
579	CVE-2015-2831	FIXED
580	CVE-2016-15020	FIXED
581	CVE-2022-34112	FIXED
582	CVE-2022-0955	FIXED
583	CVE-2020-28458	CAUGHT
584	CVE-2022-22109	FIXED
585	CVE-2026-54321	FIXED
586	CVE-2015-8949	FIXED
587	CVE-2026-47668	FIXED
588	CVE-2024-10833	CAUGHT
589	CVE-2026-10879	FIXED
590	CVE-2026-10528	SKIP
591	CVE-2023-1000	CAUGHT
592	CVE-2026-35207	ATTENTION
593	CVE-2016-15026	FIXED
594	CVE-2017-16137	FIXED
595	CVE-2013-10021	FIXED
596	CVE-2024-31206	FIXED
597	CVE-2021-25941	CAUGHT
598	CVE-2026-45311	ATTENTION
599	CVE-2024-43497	FIXED
600	CVE-2018-3723	FIXED
601	CVE-2017-12097	FIXED
602	CVE-2017-17837	FIXED
603	CVE-2022-39200	FIXED
604	CVE-2023-26103	FIXED
605	CVE-2020-26222	FIXED
606	CVE-2019-10349	FIXED
607	CVE-2005-4849	FIXED
608	CVE-2026-41477	FIXED
609	CVE-2019-20861	FIXED
610	CVE-2026-10691	FIXED
611	CVE-2026-10690	FIXED
612	CVE-2021-39176	FIXED
613	CVE-2022-0272	FIXED
614	CVE-2019-10778	FIXED
615	CVE-2022-31066	FIXED
616	CVE-2024-40422	FIXED
617	CVE-2026-32700	FIXED
618	CVE-2024-45794	FIXED
619	CVE-2020-26290	FIXED
620	CVE-2022-21189	FIXED
621	CVE-2025-55988	FIXED
622	CVE-2022-24434	FIXED
623	CVE-2013-7448	FIXED
624	CVE-2019-16214	FIXED
625	CVE-2017-0359	CAUGHT
626	CVE-2022-33127	FIXED
627	CVE-2026-41948	FIXED
628	CVE-2018-6561	FIXED
629	CVE-2021-39432	FIXED
630	CVE-2024-24825	FIXED
631	CVE-2022-26969	FIXED
632	CVE-2023-28102	FIXED
633	CVE-2026-27166	FIXED
634	CVE-2020-36828	FIXED
635	CVE-2024-5165	FIXED
636	CVE-2007-0404	FIXED
637	CVE-2017-20182	FIXED
638	CVE-2017-20182	CAUGHT
639	CVE-2026-27982	FIXED
640	CVE-2018-6596	FIXED
641	CVE-2021-46898	CAUGHT
642	CVE-2021-3950	FIXED
643	CVE-2017-16764	CAUGHT
644	CVE-2015-0846	FIXED
645	CVE-2022-42731	FIXED
646	CVE-2022-4526	FIXED
647	CVE-2024-21520	FIXED
648	CVE-2023-33185	FIXED
649	CVE-2011-4104	CAUGHT
650	CVE-2024-21910	FIXED
651	CVE-2025-24370	FIXED
652	CVE-2020-5224	FIXED
653	CVE-2021-25986	FIXED
654	CVE-2022-2922	FIXED
655	CVE-2021-4248	CAUGHT
656	CVE-2017-15133	FIXED
657	CVE-2021-23386	FIXED
658	CVE-2024-27292	FIXED
659	CVE-2026-44016	FIXED
660	CVE-2021-30074	FIXED
661	CVE-2024-37301	FIXED
662	CVE-2010-2273	FIXED
663	CVE-2020-5259	FIXED
664	CVE-2026-45628	FIXED
665	CVE-2015-2172	FIXED
666	CVE-2013-2091	FIXED
667	CVE-2015-8685	FIXED
668	CVE-2022-45462	FIXED
669	CVE-2020-10683	FIXED
670	CVE-2024-21541	FIXED
671	CVE-2021-3902	FIXED
672	CVE-2019-7537	CAUGHT
673	CVE-2018-1000088	FIXED
674	CVE-2025-58337	FIXED
675	CVE-2025-64184	FIXED
676	CVE-2015-8872	FIXED
677	CVE-2014-4172	FIXED
678	CVE-2020-25750	FIXED
679	CVE-2016-10245	FIXED
680	CVE-2024-47182	FIXED
681	CVE-2025-66292	FIXED
682	CVE-2023-49277	FIXED
683	CVE-2025-58172	FIXED
684	CVE-2026-32836	FIXED
685	CVE-2014-8125	CAUGHT
686	CVE-2020-36254	CAUGHT
687	CVE-2019-25105	FIXED
688	CVE-2013-6389	CAUGHT
689	CVE-2020-28277	FIXED
690	CVE-2026-40942	CAUGHT
691	CVE-2022-31191	FIXED
692	CVE-2025-59054	FIXED
693	CVE-2024-3408	CAUGHT
694	CVE-2019-20786	CAUGHT
695	CVE-2026-33850	FIXED
696	CVE-2024-41672	FIXED
697	CVE-2026-45230	FIXED
698	CVE-2020-36631	FIXED
699	CVE-2025-58766	FIXED
700	CVE-2016-15034	FIXED
701	CVE-2024-47817	FIXED
702	CVE-2019-10463	FIXED
703	CVE-2026-43934	FIXED
704	CVE-2022-0482	ATTENTION
705	CVE-2014-125055	FIXED
706	CVE-2020-24855	FIXED
707	CVE-2026-27203	FIXED
708	CVE-2026-10722	FIXED
709	CVE-2019-10364	FIXED
710	CVE-2026-35184	CAUGHT
711	CVE-2022-44310	FIXED
712	CVE-2021-43570	FIXED
713	CVE-2026-33638	ATTENTION
714	CVE-2026-45249	FIXED
715	CVE-2020-36565	ATTENTION
716	CVE-2023-39348	FIXED
717	CVE-2023-4218	CAUGHT
718	CVE-2023-38871	FIXED
719	CVE-2018-1999026	FIXED
720	CVE-2022-31066	CAUGHT
721	CVE-2026-40489	CAUGHT
722	CVE-2013-10023	FIXED
723	CVE-2015-2286	FIXED
724	CVE-2013-10028	FIXED
725	CVE-2026-32887	ATTENTION
726	CVE-2024-52290	FIXED
727	CVE-2026-28510	FIXED
728	CVE-2022-38792	FIXED
729	CVE-2024-52976	ATTENTION
730	CVE-2026-43940	FIXED
731	CVE-2021-21647	FIXED
732	CVE-2017-12581	FIXED
733	CVE-2024-39698	FIXED
734	CVE-2012-1296	FIXED
735	CVE-2025-14732	FIXED
736	CVE-2022-27103	CAUGHT
737	CVE-2018-9109	FIXED
738	CVE-2021-23415	FIXED
739	CVE-2011-2935	FIXED
740	CVE-2026-33872	FIXED
741	CVE-2020-13822	FIXED
742	CVE-2026-22698	FIXED
743	CVE-2019-10764	FIXED
744	CVE-2022-36058	FIXED
745	CVE-2018-25049	FIXED
746	CVE-2020-2253	FIXED
747	CVE-2018-1000417	FIXED
748	CVE-2022-34178	FIXED
749	CVE-2025-27508	FIXED
750	CVE-2026-34229	FIXED
751	CVE-2026-29780	FIXED
752	CVE-2026-39847	FIXED
753	CVE-2026-2732	FIXED
754	CVE-2026-45159	FIXED
755	CVE-2020-36048	FIXED
756	CVE-2016-10536	FIXED
757	CVE-2024-24294	FIXED
758	CVE-2016-15006	FIXED
759	CVE-2021-39182	CAUGHT
760	CVE-2026-22866	FIXED
761	CVE-2026-44180	FIXED
762	CVE-2020-36620	FIXED
763	CVE-2020-2132	FIXED
764	CVE-2013-3364	CAUGHT
765	CVE-2026-25632	CAUGHT
766	CVE-2026-32954	FIXED
767	CVE-2024-27088	FIXED
768	CVE-2022-23457	FIXED
769	CVE-2026-8915	FIXED
770	CVE-2022-4942	FIXED
771	CVE-2025-59341	FIXED
772	CVE-2016-10193	CAUGHT
773	CVE-2021-41104	FIXED
774	CVE-2026-45160	FIXED
775	CVE-2026-33657	FIXED
776	CVE-2018-16886	FIXED
777	CVE-2015-2298	FIXED
